Gene Module Number	EnsemblID
1	ENSG00000197380
1	ENSG00000197461
1	ENSG00000197467
1	ENSG00000197496
1	ENSG00000197565
1	ENSG00000197614
1	ENSG00000197696
1	ENSG00000198300
1	ENSG00000198719
1	ENSG00000198728
1	ENSG00000198835
1	ENSG00000198853
1	ENSG00000198873
1	ENSG00000198885
1	ENSG00000204175
1	ENSG00000204262
1	ENSG00000204301
1	ENSG00000205795
1	ENSG00000211450
1	ENSG00000212747
1	ENSG00000213689
1	ENSG00000213903
1	ENSG00000214860
1	ENSG00000215218
1	ENSG00000221866
1	ENSG00000221968
1	ENSG00000224652
1	ENSG00000225950
1	ENSG00000229852
1	ENSG00000230937
1	ENSG00000231789
1	ENSG00000239911
1	ENSG00000240583
1	ENSG00000240771
1	ENSG00000241127
1	ENSG00000241644
1	ENSG00000243244
1	ENSG00000250685
1	ENSG00000251322
1	ENSG00000256309
1	ENSG00000257026
1	ENSG00000269113
1	ENSG00000269190
1	ENSG00000269905
1	ENSG00000272327
1	ENSG00000272734
2	ENSG00000001631
2	ENSG00000002016
2	ENSG00000003756
2	ENSG00000004534
2	ENSG00000004777
2	ENSG00000006025
2	ENSG00000006194
2	ENSG00000006530
2	ENSG00000007392
2	ENSG00000008128
2	ENSG00000009724
2	ENSG00000011021
2	ENSG00000011243
2	ENSG00000011376
2	ENSG00000013441
2	ENSG00000013561
2	ENSG00000018189
2	ENSG00000028310
2	ENSG00000032219
2	ENSG00000033030
2	ENSG00000038358
2	ENSG00000044446
2	ENSG00000047634
2	ENSG00000051009
2	ENSG00000053438
2	ENSG00000055955
2	ENSG00000056558
2	ENSG00000058673
2	ENSG00000059588
2	ENSG00000061936
2	ENSG00000061987
2	ENSG00000064607
2	ENSG00000064687
2	ENSG00000067191
2	ENSG00000068697
2	ENSG00000068745
2	ENSG00000069493
2	ENSG00000070476
2	ENSG00000070610
2	ENSG00000070669
2	ENSG00000073605
2	ENSG00000074582
2	ENSG00000074696
2	ENSG00000075413
2	ENSG00000075826
2	ENSG00000077458
2	ENSG00000078403
2	ENSG00000079134
2	ENSG00000081019
2	ENSG00000081665
2	ENSG00000081791
2	ENSG00000082258
2	ENSG00000084463
2	ENSG00000085465
2	ENSG00000087087
2	ENSG00000087157
2	ENSG00000088038
2	ENSG00000088448
2	ENSG00000089280
2	ENSG00000090432
2	ENSG00000090905
2	ENSG00000092094
2	ENSG00000092529
2	ENSG00000094631
2	ENSG00000094914
2	ENSG00000095066
2	ENSG00000095564
2	ENSG00000099251
2	ENSG00000099940
2	ENSG00000099949
2	ENSG00000100038
2	ENSG00000100068
2	ENSG00000100197
2	ENSG00000100201
2	ENSG00000100288
2	ENSG00000100416
2	ENSG00000100445
2	ENSG00000100483
2	ENSG00000100650
2	ENSG00000100726
2	ENSG00000100813
2	ENSG00000100836
2	ENSG00000100941
2	ENSG00000101049
2	ENSG00000101104
2	ENSG00000101901
2	ENSG00000102057
2	ENSG00000102125
2	ENSG00000102287
2	ENSG00000102878
2	ENSG00000102901
2	ENSG00000102908
2	ENSG00000103091
2	ENSG00000103168
2	ENSG00000104365
2	ENSG00000104852
2	ENSG00000104957
2	ENSG00000105127
2	ENSG00000105136
2	ENSG00000105612
2	ENSG00000105875
2	ENSG00000106133
2	ENSG00000106344
2	ENSG00000106608
2	ENSG00000106635
2	ENSG00000108100
2	ENSG00000108296
2	ENSG00000108389
2	ENSG00000108465
2	ENSG00000108474
2	ENSG00000108654
2	ENSG00000108773
2	ENSG00000108799
2	ENSG00000108848
2	ENSG00000108963
2	ENSG00000109046
2	ENSG00000109063
2	ENSG00000109920
2	ENSG00000110066
2	ENSG00000110455
2	ENSG00000110721
2	ENSG00000110888
2	ENSG00000111011
2	ENSG00000111203
2	ENSG00000111231
2	ENSG00000111271
2	ENSG00000111364
2	ENSG00000111664
2	ENSG00000111785
2	ENSG00000111788
2	ENSG00000112309
2	ENSG00000112357
2	ENSG00000112983
2	ENSG00000113108
2	ENSG00000113240
2	ENSG00000113649
2	ENSG00000113971
2	ENSG00000114742
2	ENSG00000114770
2	ENSG00000114857
2	ENSG00000114982
2	ENSG00000115234
2	ENSG00000115282
2	ENSG00000115459
2	ENSG00000115524
2	ENSG00000115875
2	ENSG00000116001
2	ENSG00000116350
2	ENSG00000116497
2	ENSG00000116560
2	ENSG00000116580
2	ENSG00000116584
2	ENSG00000116754
2	ENSG00000116883
2	ENSG00000117360
2	ENSG00000117569
2	ENSG00000117616
2	ENSG00000117862
2	ENSG00000118482
2	ENSG00000118557
2	ENSG00000119707
2	ENSG00000119906
2	ENSG00000120049
2	ENSG00000120458
2	ENSG00000120662
2	ENSG00000120798
2	ENSG00000120832
2	ENSG00000121274
2	ENSG00000121310
2	ENSG00000121454
2	ENSG00000121716
2	ENSG00000122085
2	ENSG00000122257
2	ENSG00000122678
2	ENSG00000122965
2	ENSG00000124098
2	ENSG00000124160
2	ENSG00000124193
2	ENSG00000124222
2	ENSG00000124593
2	ENSG00000124743
2	ENSG00000125447
2	ENSG00000125633
2	ENSG00000125814
2	ENSG00000125818
2	ENSG00000125846
2	ENSG00000126070
2	ENSG00000126217
2	ENSG00000126453
2	ENSG00000126456
2	ENSG00000126500
2	ENSG00000126746
2	ENSG00000126775
2	ENSG00000127366
2	ENSG00000127586
2	ENSG00000127957
2	ENSG00000128000
2	ENSG00000128159
2	ENSG00000128563
2	ENSG00000128699
2	ENSG00000128915
2	ENSG00000129055
2	ENSG00000129351
2	ENSG00000129472
2	ENSG00000129484
2	ENSG00000129933
2	ENSG00000130254
2	ENSG00000130653
2	ENSG00000130684
2	ENSG00000130948
2	ENSG00000131051
2	ENSG00000131127
2	ENSG00000131398
2	ENSG00000131591
2	ENSG00000131797
2	ENSG00000132424
2	ENSG00000132485
2	ENSG00000132680
2	ENSG00000132780
2	ENSG00000132793
2	ENSG00000132952
2	ENSG00000133318
2	ENSG00000133466
2	ENSG00000133619
2	ENSG00000133624
2	ENSG00000133858
2	ENSG00000134186
2	ENSG00000134253
2	ENSG00000134453
2	ENSG00000134744
2	ENSG00000134884
2	ENSG00000135164
2	ENSG00000135407
2	ENSG00000135437
2	ENSG00000135473
2	ENSG00000135637
2	ENSG00000135740
2	ENSG00000135976
2	ENSG00000136271
2	ENSG00000136819
2	ENSG00000137185
2	ENSG00000137343
2	ENSG00000137504
2	ENSG00000137776
2	ENSG00000137802
2	ENSG00000137817
2	ENSG00000137822
2	ENSG00000138050
2	ENSG00000138109
2	ENSG00000138658
2	ENSG00000138834
2	ENSG00000139190
2	ENSG00000139574
2	ENSG00000139631
2	ENSG00000139746
2	ENSG00000139908
2	ENSG00000140009
2	ENSG00000140181
2	ENSG00000140398
2	ENSG00000140400
2	ENSG00000140474
2	ENSG00000140488
2	ENSG00000140983
2	ENSG00000141068
2	ENSG00000141258
2	ENSG00000141551
2	ENSG00000141564
2	ENSG00000142102
2	ENSG00000142166
2	ENSG00000142233
2	ENSG00000143178
2	ENSG00000143183
2	ENSG00000143190
2	ENSG00000143379
2	ENSG00000143434
2	ENSG00000143442
2	ENSG00000143630
2	ENSG00000144026
2	ENSG00000144161
2	ENSG00000144524
2	ENSG00000145020
2	ENSG00000145029
2	ENSG00000145908
2	ENSG00000146021
2	ENSG00000146067
2	ENSG00000146215
2	ENSG00000146556
2	ENSG00000146826
2	ENSG00000146830
2	ENSG00000146963
2	ENSG00000147118
2	ENSG00000147121
2	ENSG00000147162
2	ENSG00000147174
2	ENSG00000147180
2	ENSG00000147437
2	ENSG00000147576
2	ENSG00000147789
2	ENSG00000147854
2	ENSG00000148200
2	ENSG00000148399
2	ENSG00000149532
2	ENSG00000151006
2	ENSG00000151303
2	ENSG00000151376
2	ENSG00000151849
2	ENSG00000152042
2	ENSG00000152117
2	ENSG00000152433
2	ENSG00000152520
2	ENSG00000152527
2	ENSG00000152795
2	ENSG00000152926
2	ENSG00000153291
2	ENSG00000153666
2	ENSG00000153914
2	ENSG00000154144
2	ENSG00000154263
2	ENSG00000154832
2	ENSG00000155229
2	ENSG00000155256
2	ENSG00000155657
2	ENSG00000155903
2	ENSG00000156639
2	ENSG00000156642
2	ENSG00000157306
2	ENSG00000157741
2	ENSG00000157764
2	ENSG00000158286
2	ENSG00000158805
2	ENSG00000158815
2	ENSG00000159086
2	ENSG00000159140
2	ENSG00000159346
2	ENSG00000159461
2	ENSG00000160072
2	ENSG00000160323
2	ENSG00000160781
2	ENSG00000160828
2	ENSG00000160953
2	ENSG00000160961
2	ENSG00000161265
2	ENSG00000161547
2	ENSG00000161664
2	ENSG00000161912
2	ENSG00000162086
2	ENSG00000162231
2	ENSG00000162408
2	ENSG00000162461
2	ENSG00000162526
2	ENSG00000162572
2	ENSG00000162601
2	ENSG00000162650
2	ENSG00000162735
2	ENSG00000162997
2	ENSG00000163354
2	ENSG00000163660
2	ENSG00000163714
2	ENSG00000163728
2	ENSG00000163867
2	ENSG00000163945
2	ENSG00000164048
2	ENSG00000164073
2	ENSG00000164074
2	ENSG00000164241
2	ENSG00000164406
2	ENSG00000164548
2	ENSG00000164877
2	ENSG00000164879
2	ENSG00000165275
2	ENSG00000165494
2	ENSG00000165699
2	ENSG00000165792
2	ENSG00000165819
2	ENSG00000166012
2	ENSG00000166169
2	ENSG00000166261
2	ENSG00000166321
2	ENSG00000166343
2	ENSG00000166405
2	ENSG00000166432
2	ENSG00000166436
2	ENSG00000166667
2	ENSG00000166762
2	ENSG00000166801
2	ENSG00000166887
2	ENSG00000167280
2	ENSG00000167302
2	ENSG00000167371
2	ENSG00000167380
2	ENSG00000167524
2	ENSG00000167549
2	ENSG00000167566
2	ENSG00000167615
2	ENSG00000167674
2	ENSG00000167702
2	ENSG00000167766
2	ENSG00000167978
2	ENSG00000168005
2	ENSG00000168010
2	ENSG00000168066
2	ENSG00000168096
2	ENSG00000168137
2	ENSG00000168310
2	ENSG00000168395
2	ENSG00000168566
2	ENSG00000168614
2	ENSG00000168876
2	ENSG00000168887
2	ENSG00000168939
2	ENSG00000168970
2	ENSG00000169045
2	ENSG00000169131
2	ENSG00000169203
2	ENSG00000169246
2	ENSG00000169592
2	ENSG00000169660
2	ENSG00000169885
2	ENSG00000169914
2	ENSG00000170049
2	ENSG00000170074
2	ENSG00000170234
2	ENSG00000170581
2	ENSG00000170919
2	ENSG00000170949
2	ENSG00000171163
2	ENSG00000171456
2	ENSG00000171824
2	ENSG00000172273
2	ENSG00000172345
2	ENSG00000172354
2	ENSG00000172650
2	ENSG00000172732
2	ENSG00000172803
2	ENSG00000172890
2	ENSG00000173064
2	ENSG00000173209
2	ENSG00000173275
2	ENSG00000173531
2	ENSG00000173575
2	ENSG00000173681
2	ENSG00000173991
2	ENSG00000174093
2	ENSG00000174194
2	ENSG00000174353
2	ENSG00000174652
2	ENSG00000175066
2	ENSG00000175265
2	ENSG00000175309
2	ENSG00000175322
2	ENSG00000175455
2	ENSG00000175787
2	ENSG00000176444
2	ENSG00000176681
2	ENSG00000176946
2	ENSG00000177042
2	ENSG00000177202
2	ENSG00000177225
2	ENSG00000177479
2	ENSG00000177485
2	ENSG00000177595
2	ENSG00000177853
2	ENSG00000177943
2	ENSG00000178028
2	ENSG00000178038
2	ENSG00000178188
2	ENSG00000178252
2	ENSG00000178338
2	ENSG00000178397
2	ENSG00000178567
2	ENSG00000178761
2	ENSG00000179304
2	ENSG00000179406
2	ENSG00000179979
2	ENSG00000180113
2	ENSG00000180855
2	ENSG00000180902
2	ENSG00000181045
2	ENSG00000181523
2	ENSG00000181852
2	ENSG00000182230
2	ENSG00000182308
2	ENSG00000182310
2	ENSG00000182324
2	ENSG00000182378
2	ENSG00000182473
2	ENSG00000182484
2	ENSG00000182646
2	ENSG00000182685
2	ENSG00000182796
2	ENSG00000182841
2	ENSG00000182873
2	ENSG00000182944
2	ENSG00000182983
2	ENSG00000182986
2	ENSG00000183281
2	ENSG00000183291
2	ENSG00000183423
2	ENSG00000183718
2	ENSG00000184343
2	ENSG00000184402
2	ENSG00000184441
2	ENSG00000184465
2	ENSG00000184634
2	ENSG00000184640
2	ENSG00000184677
2	ENSG00000184787
2	ENSG00000184863
2	ENSG00000184925
2	ENSG00000185101
2	ENSG00000185122
2	ENSG00000185128
2	ENSG00000185189
2	ENSG00000185219
2	ENSG00000185246
2	ENSG00000185324
2	ENSG00000185485
2	ENSG00000185596
2	ENSG00000185684
2	ENSG00000185829
2	ENSG00000185842
2	ENSG00000185864
2	ENSG00000185946
2	ENSG00000185986
2	ENSG00000186088
2	ENSG00000186166
2	ENSG00000186204
2	ENSG00000186275
2	ENSG00000186283
2	ENSG00000186301
2	ENSG00000186376
2	ENSG00000186566
2	ENSG00000186567
2	ENSG00000186715
2	ENSG00000186812
2	ENSG00000186814
2	ENSG00000186834
2	ENSG00000186908
2	ENSG00000187066
2	ENSG00000187961
2	ENSG00000188206
2	ENSG00000188227
2	ENSG00000188234
2	ENSG00000188428
2	ENSG00000188529
2	ENSG00000188554
2	ENSG00000188738
2	ENSG00000188811
2	ENSG00000188827
2	ENSG00000189007
2	ENSG00000189136
2	ENSG00000196074
2	ENSG00000196123
2	ENSG00000196295
2	ENSG00000196296
2	ENSG00000196387
2	ENSG00000196409
2	ENSG00000196440
2	ENSG00000196644
2	ENSG00000196648
2	ENSG00000196670
2	ENSG00000196689
2	ENSG00000196696
2	ENSG00000196757
2	ENSG00000196912
2	ENSG00000197119
2	ENSG00000197124
2	ENSG00000197162
2	ENSG00000197182
2	ENSG00000197343
2	ENSG00000197558
2	ENSG00000197608
2	ENSG00000197681
2	ENSG00000197774
2	ENSG00000197857
2	ENSG00000197948
2	ENSG00000197961
2	ENSG00000197976
2	ENSG00000197989
2	ENSG00000198035
2	ENSG00000198040
2	ENSG00000198064
2	ENSG00000198105
2	ENSG00000198150
2	ENSG00000198198
2	ENSG00000198231
2	ENSG00000198276
2	ENSG00000198393
2	ENSG00000198556
2	ENSG00000198563
2	ENSG00000198590
2	ENSG00000198625
2	ENSG00000198799
2	ENSG00000203392
2	ENSG00000203667
2	ENSG00000203709
2	ENSG00000203761
2	ENSG00000203815
2	ENSG00000203880
2	ENSG00000204149
2	ENSG00000204164
2	ENSG00000204271
2	ENSG00000204305
2	ENSG00000204311
2	ENSG00000204348
2	ENSG00000204351
2	ENSG00000204410
2	ENSG00000204514
2	ENSG00000204576
2	ENSG00000204681
2	ENSG00000204946
2	ENSG00000205047
2	ENSG00000205085
2	ENSG00000205238
2	ENSG00000205307
2	ENSG00000205560
2	ENSG00000205583
2	ENSG00000205885
2	ENSG00000205890
2	ENSG00000205923
2	ENSG00000205959
2	ENSG00000206149
2	ENSG00000206417
2	ENSG00000206573
2	ENSG00000211454
2	ENSG00000212123
2	ENSG00000212127
2	ENSG00000212694
2	ENSG00000213139
2	ENSG00000213190
2	ENSG00000213246
2	ENSG00000213339
2	ENSG00000213347
2	ENSG00000213443
2	ENSG00000213599
2	ENSG00000213901
2	ENSG00000213918
2	ENSG00000213983
2	ENSG00000213999
2	ENSG00000214021
2	ENSG00000214135
2	ENSG00000214176
2	ENSG00000214279
2	ENSG00000214331
2	ENSG00000214455
2	ENSG00000214756
2	ENSG00000214765
2	ENSG00000214783
2	ENSG00000214826
2	ENSG00000214827
2	ENSG00000215022
2	ENSG00000215041
2	ENSG00000215126
2	ENSG00000215158
2	ENSG00000215252
2	ENSG00000215298
2	ENSG00000215375
2	ENSG00000215417
2	ENSG00000215424
2	ENSG00000215440
2	ENSG00000215513
2	ENSG00000215769
2	ENSG00000215788
2	ENSG00000216937
2	ENSG00000218891
2	ENSG00000220201
2	ENSG00000221944
2	ENSG00000221978
2	ENSG00000223509
2	ENSG00000223705
2	ENSG00000223745
2	ENSG00000223839
2	ENSG00000223959
2	ENSG00000224186
2	ENSG00000224660
2	ENSG00000224956
2	ENSG00000224975
2	ENSG00000225032
2	ENSG00000225138
2	ENSG00000225313
2	ENSG00000225373
2	ENSG00000225697
2	ENSG00000225828
2	ENSG00000225855
2	ENSG00000225892
2	ENSG00000226232
2	ENSG00000226332
2	ENSG00000226696
2	ENSG00000226763
2	ENSG00000227232
2	ENSG00000227543
2	ENSG00000227671
2	ENSG00000227896
2	ENSG00000228274
2	ENSG00000228315
2	ENSG00000228393
2	ENSG00000228409
2	ENSG00000228492
2	ENSG00000228784
2	ENSG00000229180
2	ENSG00000229186
2	ENSG00000230124
2	ENSG00000230373
2	ENSG00000230454
2	ENSG00000230551
2	ENSG00000230606
2	ENSG00000230715
2	ENSG00000232807
2	ENSG00000233137
2	ENSG00000233175
2	ENSG00000233184
2	ENSG00000234072
2	ENSG00000234290
2	ENSG00000234353
2	ENSG00000234420
2	ENSG00000234585
2	ENSG00000234616
2	ENSG00000234631
2	ENSG00000234769
2	ENSG00000234771
2	ENSG00000234912
2	ENSG00000235016
2	ENSG00000235194
2	ENSG00000235381
2	ENSG00000235703
2	ENSG00000235999
2	ENSG00000236017
2	ENSG00000236088
2	ENSG00000236144
2	ENSG00000236255
2	ENSG00000236287
2	ENSG00000236438
2	ENSG00000237298
2	ENSG00000237441
2	ENSG00000237491
2	ENSG00000238083
2	ENSG00000239382
2	ENSG00000239665
2	ENSG00000240038
2	ENSG00000240053
2	ENSG00000240288
2	ENSG00000240291
2	ENSG00000240731
2	ENSG00000241014
2	ENSG00000241058
2	ENSG00000241404
2	ENSG00000241489
2	ENSG00000241528
2	ENSG00000241769
2	ENSG00000242028
2	ENSG00000242125
2	ENSG00000242282
2	ENSG00000242384
